;WKT
;POINT(-2.342457176539408 37.19845723519398)
;POINT(-5.761159324232016 36.55633410793664)
;POINT(-4.808609373583246 37.996415712434555)
;POINT(-3.2644494149112577 37.31597637277233)
;POINT(-6.8259870965244565 37.582847047742966)
;POINT(-3.440846584532424 38.01900598382554)
;POINT(-4.723928978557688 36.81572902802982)
;POINT(-5.6808713578901475 37.43909216179207)
